"track_id";"track_popularity";"track_album_release_date";"playlist_name";"playlist_genre";"playlist_subgenre";"danceability";"energy";"key";"loudness";"mode";"speechiness";"acousticness";"instrumentalness";"liveness";"valence";"tempo";"duration_ms";"duration_seconds";"duration_minutes";"popularity_category";"release_date_age";"danceability_cat";"track_name";"track_artist";"row_num";"energy_category";"acoustic_category";"liveness_category"
"1oew3nFNY3vMacJAsvry0S";76;"2014-01-01";"The Sound of Post-Teen Pop";"pop";"post-teen pop";0.545;0.783;5;-4.261;0;0.0345;0.00489;0.0;0.132;0.551;174.084;193733;194;3.233333333;"Banger";"old";"semi-danceable";"Me And My Broken Heart";"Rixton";1;"medium fast";"not confident";"slightly confident"
"1ohbjkuczl6hEoYEo931PH";21;"1992-05-04";"90s Dance Hits";"pop";"dance pop";0.759;0.822;5;-7.268;0;0.0367;0.00136;0.0167;0.131;0.94;124.713;240933;241;4.016666666;"Trash";"old";"highly_danceable";"Sing Hallelujah!";"Dr. Alban";1;"medium fast";"not confident";"slightly confident"
"1oHNvJVbFkexQc0BpQp7Y4";69;"2011-01-01";"post-teen alternative, indie, pop (large variety)";"pop";"post-teen pop";0.747;0.716;11;-2.457;0;0.075;0.135;0.0;0.251;0.751;125.008;210627;211;3.516666666;"Alright!";"old";"highly_danceable";"Starships";"Nicki Minaj";1;"medium slow";"slightly confident";"semi confident"
"1oIdcFtf58sZbS7QyZQJ2P";60;"2017-08-18";"ElectroPop 2020";"pop";"electropop";0.727;0.69;7;-4.559;1;0.0345;0.202;3.27e-06;0.414;0.699;100.002;170562;171;2.85;"Alright!";"young";"highly_danceable";"Run Free";"Deep Chills";1;"medium slow";"semi confident";"confident"
"1oLcpJA9TfwwejiEM9C5gi";50;"2011-01-01";"post teen pop";"pop";"post-teen pop";0.724;0.782;2;-7.407;0;0.0334;0.0368;0.0;0.196;0.797;128.01;180827;181;3.016666666;"Meh";"old";"highly_danceable";"Shake It Up - From ""Shake It Up""""""";"Selena Gomez";1;"medium fast";"not confident";"slightly confident"
"1OOtq8tRnDM8kG2gqUPjAj";77;"1982-11-30";"Dr. Q's Prescription Playlist💊";"pop";"post-teen pop";0.779;0.867;3;-3.704;0;0.0457;0.0491;7.98e-06;0.197;0.915;138.858;258040;258;4.3;"Banger";"old";"highly_danceable";"Beat It - Single Version";"Michael Jackson";1;"medium fast";"not confident";"slightly confident"
"1Owj3xBILXYdVfSXp23EL2";43;"2010-01-01";"post teen pop";"pop";"post-teen pop";0.822;0.786;5;-7.87;0;0.117;0.000757;0.0;0.0797;0.58;114.95;183467;183;3.05;"Meh";"old";"highly_danceable";"Shades";"Christopher Wilde";1;"medium fast";"not confident";"not confident"
"1ox2Drazo4RGeEEA2COaOL";0;"2015-08-28";"Electropop Hits  2017-2020";"pop";"electropop";0.643;0.955;6;-1.586;1;0.134;0.0515;1.13e-06;0.328;0.881;104.709;194400;194;3.233333333;"Trash";"old";"semi-danceable";"Policeman - Radio Edit";"Eva Simons";1;"fast";"not confident";"semi confident"
"1P17dC1amhFzptugyAO7Il";68;"2017-11-10";"post teen pop";"pop";"post-teen pop";0.766;0.709;9;-6.471;0;0.123;0.204;1.41e-05;0.126;0.506;128.07;211853;212;3.533333333;"Alright!";"young";"highly_danceable";"Look What You Made Me Do";"Taylor Swift";1;"medium slow";"semi confident";"slightly confident"
"1p3kwiqQiDy0AjSJAP5VY0";23;"2020-01-10";"TUNES DANCE AND POP";"pop";"dance pop";0.511;0.613;11;-8.344;0;0.312;0.112;0.0;0.0857;0.426;174.783;150813;151;2.516666666;"Trash";"young";"semi-danceable";"Do It for the Photos";"Two Neighbors";1;"medium slow";"slightly confident";"not confident"
"1pBO9JDqh1y3TbCKEO1OvG";36;"2019-06-18";"Dance Pop";"pop";"dance pop";0.691;0.538;0;-9.952;1;0.103;0.246;0.163;0.178;0.329;99.972;182668;183;3.05;"Meh";"young";"semi-danceable";"Nostalgic";"A R I Z O N A";1;"slow";"semi confident";"slightly confident"
"1Pe3Tnahd3nNcKrTvNvNvW";60;"2019-10-25";"Dance Pop";"pop";"dance pop";0.466;0.869;3;-4.275;1;0.0529;0.0142;0.00241;0.115;0.185;126.113;187150;187;3.116666666;"Alright!";"young";"semi-danceable";"Million Voices";"Armin van Buuren";1;"medium fast";"not confident";"slightly confident"
"1pfgsjmxVZhoZpeDx6POKv";77;"2019-01-31";"Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop";"pop";"post-teen pop";0.658;0.804;0;-5.735;1;0.0377;0.00463;0.0;0.178;0.508;120.047;205793;206;3.433333333;"Banger";"young";"semi-danceable";"Bones (feat. OneRepublic)";"Galantis";1;"medium fast";"not confident";"slightly confident"
"1PIEN1VajHbFGWTD6GB6M4";28;"2010-01-01";"Pop Punk | Post-Hardcore";"pop";"post-teen pop";0.711;0.737;1;-6.722;1;0.0449;0.0243;1.09e-06;0.129;0.921;150.028;149613;150;2.5;"Meh";"old";"highly_danceable";"Starry Eyed";"You Me At Six";1;"medium slow";"not confident";"slightly confident"
"1pKeFVVUOPjFsOABub0OaV";79;"2016-05-20";"post teen pop";"pop";"post-teen pop";0.65;0.736;6;-5.84;0;0.229;0.0513;0.0;0.235;0.612;159.174;226160;226;3.766666666;"Banger";"young";"semi-danceable";"Side To Side";"Ariana Grande";1;"medium slow";"not confident";"confident"
"1PNb8pRsZGa8XN1m5nJe70";59;"2019-11-05";"K-Party Dance Mix";"pop";"dance pop";0.652;0.837;1;-3.104;0;0.0723;0.0976;0.0;0.0844;0.562;108.042;190903;191;3.183333333;"Alright!";"young";"semi-danceable";"Dumb";"BVNDIT";1;"medium fast";"not confident";"not confident"
"1ppOGANOzMT01Cxh9jx4hN";67;"2019-11-01";"Pop Remix";"pop";"dance pop";0.735;0.5;8;-11.297;1;0.0511;0.415;3.12e-05;0.13;0.119;126.1;139048;139;2.316666666;"Alright!";"young";"highly_danceable";"Cool Kids";"Olympis";1;"slow";"confident";"slightly confident"
"1Pu0gOLF3enqyti4alKaad";22;"2019-08-23";"Pop / Dance";"pop";"dance pop";0.69;0.687;4;-6.084;1;0.0954;0.319;0.0;0.14;0.615;124.921;199375;199;3.316666666;"Trash";"young";"semi-danceable";"A Dream Is A Wish Your Heart Makes";"Vinil";1;"medium slow";"semi confident";"slightly confident"
"1pUFYb9peWkK8m1WCKNRjp";57;"2005-08-30";"90s Dance Hits";"pop";"dance pop";0.607;0.897;10;-7.468;0;0.0448;0.177;0.885;0.17;0.391;130.549;208507;209;3.483333333;"Alright!";"old";"semi-danceable";"God Is a DJ";"Faithless";1;"medium fast";"slightly confident";"slightly confident"
"1Pw5C4N6Fn5E4mGCxmbbVa";76;"2016-09-09";"Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s";"pop";"dance pop";0.4;0.564;10;-7.444;1;0.0523;0.693;0.0;0.0863;0.483;99.269;211240;211;3.516666666;"Banger";"young";"semi-danceable";"Say You Won't Let Go";"James Arthur";1;"slow";"confident";"not confident"
"1Pz3QmQFBFuI60rxCQBeW6";12;"2019-03-29";"Dance Pop Tunes";"pop";"dance pop";0.696;0.429;1;-8.736;0;0.0554;0.0518;0.0;0.128;0.242;149.967;213333;213;3.55;"Trash";"young";"semi-danceable";"Kills You Slowly";"The Chainsmokers";1;"slow";"not confident";"slightly confident"
"1q3C6brbmRrULTyo2mseKF";69;"2019-08-27";"K-Party Dance Mix";"pop";"dance pop";0.674;0.91;7;-2.898;0;0.0594;0.029;0.0;0.342;0.599;132.04;211320;211;3.516666666;"Alright!";"young";"semi-danceable";"FLASH";"X1";1;"fast";"not confident";"semi confident"
"1qbXrxctv75pm1lWCn6Zw3";71;"2019-10-11";"a taste of the mainstream";"pop";"post-teen pop";0.701;0.663;6;-7.227;1;0.202;0.0123;1.04e-05;0.131;0.334;100.001;167080;167;2.783333333;"Alright!";"young";"highly_danceable";"Walking (feat. Swae Lee & Major Lazer)";"88rising";1;"medium slow";"not confident";"slightly confident"
"1qDrWA6lyx8cLECdZE7TV7";77;"2011-01-01";"Post pop teen";"pop";"post-teen pop";0.865;0.521;0;-6.932;1;0.0371;0.548;0.000115;0.0989;0.748;129.059;244885;245;4.083333333;"Banger";"old";"highly_danceable";"Somebody That I Used To Know";"Gotye";1;"slow";"confident";"not confident"
"1QEEqeFIZktqIpPI4jSVSF";78;"1976-01-01";"Dr. Q's Prescription Playlist💊";"pop";"post-teen pop";0.377;0.682;7;-8.039;1;0.0299;0.000894;0.00217;0.0504;0.288;108.736;285133;285;4.75;"Banger";"old";"couch-worthy";"More Than a Feeling";"Boston";1;"medium slow";"not confident";"not confident"
"1Qg9jWGDkKAGZXj5v2OG59";7;"2017-11-03";"Electropop Hits  2017-2020";"pop";"electropop";0.659;0.604;8;-5.084;1;0.0542;0.0889;0.0;0.105;0.407;126.135;190643;191;3.183333333;"Trash";"young";"semi-danceable";"Wait";"Maroon 5";1;"medium slow";"not confident";"slightly confident"
"1QNoGbedAra3cbGcQAwBRQ";38;"2020-01-01";"Dance Pop: Japan";"pop";"dance pop";0.826;0.569;5;-7.18;1;0.0473;0.287;0.000491;0.0449;0.555;105.014;215140;215;3.583333333;"Meh";"young";"highly_danceable";"Now & Forever (feat. SONPUB & ????)";"????";1;"slow";"semi confident";"not confident"
"1QNoKVgA758HFLu3TW2q7R";63;"2015-10-09";"Electropop Hits  2017-2020";"pop";"electropop";0.757;0.884;10;-5.488;0;0.0404;0.00795;5.87e-05;0.0973;0.398;120.012;217907;218;3.633333333;"Alright!";"old";"highly_danceable";"Kill Em With Kindness";"Selena Gomez";1;"medium fast";"not confident";"not confident"
"1QV6tiMFM6fSOKOGLMHYYg";76;"2008-01-01";"post teen pop";"pop";"post-teen pop";0.851;0.806;4;-4.62;1;0.0787;0.118;1.64e-06;0.121;0.787;118.999;237200;237;3.95;"Banger";"old";"highly_danceable";"Poker Face";"Lady Gaga";1;"medium fast";"slightly confident";"slightly confident"
"1r299qCKBLgUS9XJ9m1kEx";61;"2015-09-25";"post teen pop";"pop";"post-teen pop";0.72;0.751;11;-4.484;0;0.0462;0.0113;0.0;0.353;0.599;128.017;202640;203;3.383333333;"Alright!";"old";"highly_danceable";"Moves Like Jagger";"Maroon 5";1;"medium fast";"not confident";"semi confident"
"1R5hsuowHJztnQE2lvLTJq";36;"2017-08-04";"Electro Pop | Electropop";"pop";"electropop";0.458;0.742;4;-5.125;0;0.101;0.126;0.0;0.232;0.248;94.785;200627;201;3.35;"Meh";"young";"semi-danceable";"Breaking Kind";"Steve Angello";1;"medium slow";"slightly confident";"confident"
"1RbgdZhU9FOKFbDZZKOMrv";44;"2019-05-10";"Pop Dance Hits";"pop";"dance pop";0.728;0.675;6;-6.062;0;0.0435;0.107;0.00372;0.261;0.476;117.969;182034;182;3.033333333;"Meh";"young";"highly_danceable";"Shadows (feat. Veronica)";"Adam K";1;"medium slow";"slightly confident";"semi confident"
"1rCcsYnmqbMYdkG7kS9GC5";78;"2018-11-16";"Electropop 2019";"pop";"electropop";0.574;0.728;1;-4.777;1;0.062;0.0161;1.42e-06;0.0851;0.266;125.047;214942;215;3.583333333;"Banger";"young";"semi-danceable";"Speechless (feat. Erika Sirola)";"Robin Schulz";1;"medium slow";"not confident";"not confident"
"1rfofaqEpACxVEHIZBJe6W";84;"2018-01-12";"Post pop teen";"pop";"post-teen pop";0.765;0.523;2;-4.333;1;0.03;0.184;3.56e-05;0.132;0.394;104.988;217307;217;3.616666666;"Banger";"young";"highly_danceable";"Havana (feat. Young Thug)";"Camila Cabello";1;"slow";"slightly confident";"slightly confident"
"1RGcxEKlVL5TSMHqV13etr";58;"2018-10-19";"Post Teen Pop";"pop";"post-teen pop";0.748;0.406;1;-8.142;1;0.035;0.685;3.61e-06;0.118;0.811;100.034;153094;153;2.55;"Alright!";"young";"highly_danceable";"I'm a Mess - Acoustic";"Bebe Rexha";1;"slow";"confident";"slightly confident"
"1rgnBhdG2JDFTbYkYRZAku";79;"2019-05-10";"Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop";"pop";"post-teen pop";0.825;0.593;6;-6.401;0;0.0988;0.688;0.000161;0.17;0.54;98.078;209755;210;3.5;"Banger";"young";"highly_danceable";"Dance Monkey";"Tones and I";1;"slow";"confident";"slightly confident"
"1rIKgCH4H52lrvDcz50hS8";76;"2017-03-17";"ElectroPop 2020";"pop";"electropop";0.694;0.712;7;-3.923;0;0.046;0.133;0.0;0.211;0.799;98.022;201122;201;3.35;"Banger";"young";"semi-danceable";"Lush Life";"Zara Larsson";1;"medium slow";"slightly confident";"confident"
"1RJPz4eFFP7N6VVKMYUS7O";16;"2020-01-11";"Dance Pop: Japan";"pop";"dance pop";0.738;0.846;2;-5.929;1;0.0758;0.158;0.0353;0.0282;0.879;125.98;237071;237;3.95;"Trash";"young";"highly_danceable";"?????? - Car TAX remix";"yu-re:meu";1;"medium fast";"slightly confident";"not confident"
"1rKBOL9kJfX1Y4C3QaOvRH";62;"2010-10-11";"The Sound of Post-Teen Pop";"pop";"post-teen pop";0.614;0.857;1;-4.171;0;0.111;0.0987;0.0;0.177;0.677;164.146;201040;201;3.35;"Alright!";"old";"semi-danceable";"Boyfriend";"Big Time Rush";1;"medium fast";"not confident";"slightly confident"
"1rlz0e2Co8c9ez198e1y5U";31;"2018-11-09";"Best of 2019 Dance Pop: Japan";"pop";"dance pop";0.663;0.686;7;-2.72;1;0.0342;0.233;0.0;0.0911;0.593;160.002;238547;239;3.983333333;"Meh";"young";"semi-danceable";"Stereo";"LOZAREENA";1;"medium slow";"semi confident";"not confident"
"1rM0CnyUiiw6A9CHJRXjZA";65;"2017-07-21";"Post teen pop";"pop";"post-teen pop";0.697;0.775;8;-6.664;1;0.0829;0.0318;0.0;0.232;0.827;113.886;193792;194;3.233333333;"Alright!";"young";"semi-danceable";"Chillin' Like a Villain";"Sofia Carson";1;"medium fast";"not confident";"confident"
"1rN55j78K87LEfRKZsSFYm";1;"2015-01-02";"🤩🤪Post Teen Pop🤪🤩";"pop";"post-teen pop";0.882;0.53;5;-5.771;0;0.0379;0.0187;0.0;0.097;0.256;99.015;206280;206;3.433333333;"Trash";"old";"highly_danceable";"Body Language (feat. Usher & Tinashe)";"Kid Ink";1;"slow";"not confident";"not confident"
"1rNNOKF4kiaNmdkpIKNsvd";35;"2018-08-17";"Post Teen Pop";"pop";"post-teen pop";0.336;0.231;1;-6.217;1;0.0493;0.943;0.0;0.183;0.431;168.724;37640;38;0.633333333;"Meh";"young";"couch-worthy";"raindrops (an angel cried)";"Ariana Grande";1;"slow";"confident";"slightly confident"
"1rqqCSm0Qe4I9rUvWncaom";86;"2018-06-22";"Post Teen Pop";"pop";"post-teen pop";0.579;0.904;5;-2.729;1;0.0618;0.193;0.0;0.064;0.681;82.014;190947;191;3.183333333;"Banger";"young";"semi-danceable";"High Hopes";"Panic! At The Disco";1;"fast";"slightly confident";"not confident"
"1rRWFc2p77FYyb67m5YeVO";66;"2019-11-15";"Dance Room";"pop";"dance pop";0.809;0.758;4;-5.658;0;0.101;0.409;0.000544;0.166;0.71;125.022;142230;142;2.366666666;"Alright!";"young";"highly_danceable";"Insane";"Ofenbach";1;"medium fast";"confident";"slightly confident"
"1rs92hJj00BrqjuyroOv6g";38;"2010-01-01";"Pop Punk | Post-Hardcore";"pop";"post-teen pop";0.392;0.855;2;-4.742;1;0.0652;0.000713;7.4e-06;0.196;0.456;74.995;198467;198;3.3;"Meh";"old";"couch-worthy";"Safer To Hate Her";"You Me At Six";1;"medium fast";"not confident";"slightly confident"
"1rT1mXm67dRJPY64AC10Th";3;"2017-10-21";"Christian Dance Party";"pop";"dance pop";0.672;0.712;2;-6.859;1;0.0459;0.229;0.00471;0.0496;0.756;103.969;240157;240;4.0;"Trash";"young";"semi-danceable";"So Much More - Remix";"Northwood Worship";1;"medium slow";"semi confident";"not confident"
"1rW6UUZRQWW34j4zCQDkfX";39;"2014-10-13";"Intro to Post-Teen Pop";"pop";"post-teen pop";0.706;0.783;0;-3.441;0;0.1;0.315;0.0;0.373;0.739;150.045;199373;199;3.316666666;"Meh";"old";"highly_danceable";"Bang Bang";"Jessie J";1;"medium fast";"semi confident";"semi confident"
"1RwwmiVtLAtPmxAqKVfwgG";53;"2014-02-18";"Dr. Q's Prescription Playlist💊";"pop";"post-teen pop";0.456;0.891;9;-7.004;1;0.106;0.00266;7.99e-06;0.281;0.385;190.024;204400;204;3.4;"Alright!";"old";"semi-danceable";"I Wanna Get Better";"Bleachers";1;"medium fast";"not confident";"semi confident"
"1RxlBxlaJpSEVnLk4Gtvym";2;"2018-04-17";"Pop Warmup 130 BPM";"pop";"dance pop";0.69;0.689;2;-6.522;1;0.174;0.0655;1.45e-06;0.136;0.307;131.945;129238;129;2.15;"Trash";"young";"semi-danceable";"Through To You";"Lyente";1;"medium slow";"not confident";"slightly confident"
"1S6zXoXhfalX2ETKo337Md";7;"2018-11-05";"K-Party Dance Mix";"pop";"dance pop";0.702;0.913;11;-2.977;1;0.0374;0.0514;3.71e-06;0.166;0.735;137.982;237685;238;3.966666666;"Trash";"young";"highly_danceable";"YES or YES";"TWICE";1;"fast";"not confident";"slightly confident"
"1S7hEPenrIVKVTuEjtXKz9";66;"2019-06-07";"Pop / Dance";"pop";"dance pop";0.667;0.635;6;-5.924;1;0.0365;0.0534;0.0;0.0963;0.217;119.948;192089;192;3.2;"Alright!";"young";"semi-danceable";"Letting Go";"Hogland";1;"medium slow";"not confident";"not confident"
"1SBj3BmNJ5SNCoC0VtlR9Z";27;"2017-10-27";"Electropop - Pop";"pop";"electropop";0.643;0.718;5;-4.956;1;0.0595;0.0602;0.0;0.0723;0.524;100.152;223863;224;3.733333333;"Meh";"young";"semi-danceable";"No Vacancy (feat. Amir)";"OneRepublic";1;"medium slow";"not confident";"not confident"
"1sfHrhNl6yvVsPlbh3e7fg";42;"2013-01-15";"BALLARE - رقص";"pop";"post-teen pop";0.826;0.663;9;-5.777;0;0.067;0.246;0.000139;0.0421;0.214;122.019;281639;282;4.7;"Meh";"old";"highly_danceable";"I Follow Rivers (You Deep Sea Baby)";"Caf� Amargo";1;"medium slow";"semi confident";"not confident"
"1SgdUjvppHnIp6L7DZSnwc";67;"2012-12-07";"ELECTROPOP";"pop";"electropop";0.492;0.857;7;-2.634;1;0.0655;0.0841;7.82e-06;0.344;0.393;129.973;222500;223;3.716666666;"Alright!";"old";"semi-danceable";"She Wolf (Falling to Pieces) (feat. Sia)";"David Guetta";1;"medium fast";"not confident";"semi confident"
"1sh6lL6cmlcwhqZKGiKBua";66;"2012-01-01";"Dance Pop";"pop";"dance pop";0.509;0.79;6;-3.782;0;0.0374;0.332;6.67e-05;0.316;0.638;127.946;208316;208;3.466666666;"Alright!";"old";"semi-danceable";"I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit";"Avicii";1;"medium fast";"semi confident";"semi confident"
"1Sl3njkhhz8nrSPZroDQ82";66;"2017-07-28";"ElectroPop 2020";"pop";"electropop";0.678;0.819;8;-3.306;1;0.0313;0.191;0.0;0.159;0.499;90.004;184248;184;3.066666666;"Alright!";"young";"semi-danceable";"Complicated (feat. Kiiara)";"Dimitri Vegas & Like Mike";1;"medium fast";"slightly confident";"slightly confident"
"1Slwb6dOYkBlWal1PGtnNg";67;"2013-01-01";"Post-teen pop";"pop";"post-teen pop";0.781;0.445;2;-6.061;1;0.0295;0.474;0.0;0.184;0.591;78.998;281560;282;4.7;"Alright!";"old";"highly_danceable";"Thinking out Loud";"Ed Sheeran";1;"slow";"confident";"slightly confident"
"1SN1vSPsr4V4tIUTR3s8YW";74;"2018-11-09";"ElectroPop 2020";"pop";"electropop";0.672;0.578;9;-6.621;1;0.0569;0.469;0.0;0.312;0.548;113.945;212424;212;3.533333333;"Alright!";"young";"semi-danceable";"Fast Car";"Jonas Blue";1;"slow";"confident";"semi confident"
"1sNSG13fsK6KPKKNIQXXrh";9;"2014-10-14";"Electropop Hits  2017-2020";"pop";"electropop";0.407;0.725;5;-5.346;0;0.188;0.0141;2.46e-06;0.306;0.247;196.093;247267;247;4.116666666;"Trash";"old";"semi-danceable";"You Know You Like It";"DJ Snake";1;"medium slow";"not confident";"semi confident"
"1ssmjAYSU5PbmsjLq5yrNH";67;"2016-11-18";"Electropop Hits  2017-2020";"pop";"electropop";0.568;0.936;6;-2.961;0;0.053;0.00497;0.0138;0.12;0.605;91.009;221987;222;3.7;"Alright!";"young";"semi-danceable";"Never Give Up";"Sia";1;"fast";"not confident";"slightly confident"
"1SssFw74DdHVjRa6ADggdD";70;"2010-12-14";"90s Dance Hits";"pop";"dance pop";0.787;0.727;0;-7.705;1;0.224;0.0124;0.0;0.157;0.936;173.025;227067;227;3.783333333;"Alright!";"old";"highly_danceable";"Sweat (A La La La La Long)";"Inner Circle";1;"medium slow";"not confident";"slightly confident"
"1SV5ys0BGnN6aEsbS7prwt";27;"2020-01-12";"Dance Pop: Japan";"pop";"dance pop";0.567;0.865;6;-5.125;1;0.139;0.0127;0.0;0.0546;0.838;187.981;244061;244;4.066666666;"Meh";"young";"semi-danceable";"I don�t wanna do";"SARM";1;"medium fast";"not confident";"not confident"
"1sviDBcAqVOxMXq4xITVEs";84;"2019-09-11";"Todo Éxitos";"pop";"dance pop";0.795;0.885;8;-4.13;1;0.0713;0.0375;0.00638;0.292;0.46;126.037;169998;170;2.833333333;"Banger";"young";"highly_danceable";"Que Calor (feat. J Balvin & El Alfa)";"Major Lazer";1;"medium fast";"not confident";"semi confident"
"1sYSP7gKa5kdKIfhANfori";69;"2016-04-08";"Post pop teen";"pop";"post-teen pop";0.623;0.493;5;-7.727;0;0.0338;0.0632;0.0;0.104;0.594;81.019;223847;224;3.733333333;"Alright!";"young";"semi-danceable";"Lights Down Low";"MAX";1;"slow";"not confident";"slightly confident"
"1t3HCpt49x27PE1uuy06md";53;"2018-11-30";"Electropop 2019";"pop";"electropop";0.638;0.729;5;-5.859;1;0.0405;0.144;3.86e-06;0.257;0.506;75.029;215080;215;3.583333333;"Alright!";"young";"semi-danceable";"Should've Known Better (feat. Anne-Marie)";"Clean Bandit";1;"medium slow";"slightly confident";"semi confident"
"1tAoLzNNXRabfHHzSqdk3R";37;"2018-02-21";"This Is Janelle Monáe";"pop";"electropop";0.763;0.609;11;-6.375;1;0.39;0.513;0.0;0.23;0.287;102.525;193506;194;3.233333333;"Meh";"young";"highly_danceable";"Django Jane";"Janelle Mon�e";1;"medium slow";"confident";"confident"
"1TfqLAPs4K3s2rJMoCokcS";81;"1983-01-21";"BALLARE - رقص";"pop";"post-teen pop";0.692;0.711;0;-7.498;0;0.0317;0.227;0.0;0.12;0.875;125.135;216933;217;3.616666666;"Banger";"old";"semi-danceable";"Sweet Dreams (Are Made of This) - Remastered";"Eurythmics";1;"medium slow";"semi confident";"slightly confident"
"1tq4UL9BB7BHuT6eorlX3X";21;"2019-07-12";"Dance Room";"pop";"dance pop";0.66;0.857;2;-5.219;1;0.321;0.167;1.36e-05;0.119;0.233;130.069;225160;225;3.75;"Trash";"young";"semi-danceable";"All This Time";"Deorro";1;"medium fast";"slightly confident";"slightly confident"
"1tSARQ02QRdFAkd4oMQNbc";35;"2015-11-13";"This Is Janelle Monáe";"pop";"electropop";0.624;0.621;1;-5.561;1;0.344;0.023;0.0;0.226;0.416;147.8;251133;251;4.183333333;"Meh";"old";"semi-danceable";"Sweet Life";"Jeezy";1;"medium slow";"not confident";"confident"
"1TVEPho7uQub2pMJyzO8JD";55;"2019-05-16";"Dance Pop Tunes";"pop";"dance pop";0.852;0.833;9;-4.535;1;0.0657;0.0264;0.812;0.0953;0.553;125.009;246720;247;4.116666666;"Alright!";"young";"highly_danceable";"No New Friends - Dombresky Remix";"Sia";1;"medium fast";"not confident";"not confident"
"1u0l8zWpQeMYStFkc2mLD7";64;"2001-07-31";"post-teen pop";"pop";"post-teen pop";0.523;0.828;1;-4.696;1;0.0762;0.0136;0.000255;0.165;0.476;96.952;214827;215;3.583333333;"Alright!";"old";"semi-danceable";"Everywhere";"Michelle Branch";1;"medium fast";"not confident";"slightly confident"
"1u8c2t2Cy7UBoG4ArRcF5g";78;"2014-01-01";"Post pop teen";"pop";"post-teen pop";0.76;0.703;5;-5.412;1;0.054;0.103;0.0;0.0913;0.57;95.997;231827;232;3.866666666;"Banger";"old";"highly_danceable";"Blank Space";"Taylor Swift";1;"medium slow";"slightly confident";"not confident"
"1udmmE0jgD8xLIDW3Bb7Y5";0;"2014-10-28";"This Is: Javiera Mena";"pop";"electropop";0.648;0.971;1;-4.052;0;0.0419;0.016;0.000874;0.153;0.97;131.973;289151;289;4.816666666;"Trash";"old";"semi-danceable";"La Carretera";"Javiera Mena";1;"fast";"not confident";"slightly confident"
"1uDrIgjVtFsrrWWctCxoBL";60;"2012-06-12";"Ultimate Indie Presents... Best Indie Tracks of the 2010s";"pop";"dance pop";0.635;0.766;11;-6.449;1;0.26;0.132;0.0;0.122;0.686;93.603;139931;140;2.333333333;"Alright!";"old";"semi-danceable";"Grown Up";"Danny Brown";1;"medium fast";"slightly confident";"slightly confident"
"1UfBAJfmofTffrae5ls6DA";10;"2015-07-31";"ELECTROPOP";"pop";"electropop";0.893;0.639;2;-7.857;1;0.0549;0.00226;0.000315;0.0382;0.579;134.963;267024;267;4.45;"Trash";"old";"highly_danceable";"Hotline Bling";"Drake";1;"medium slow";"not confident";"not confident"
"1ulXmqjktxSdrdT1bzc69H";55;"2008-01-01";"post teen pop";"pop";"post-teen pop";0.706;0.841;7;-3.956;1;0.0418;7.95e-05;0.0;0.0688;0.861;132.032;220227;220;3.666666666;"Alright!";"old";"highly_danceable";"Hot N Cold";"Katy Perry";1;"medium fast";"not confident";"not confident"
"1UqhkbzB1kuFwt2iy4h29Q";70;"2011-01-01";"🤩🤪Post Teen Pop🤪🤩";"pop";"post-teen pop";0.534;0.721;11;-7.307;0;0.0417;0.0343;6.24e-06;0.115;0.225;128.978;249520;250;4.166666666;"Alright!";"old";"semi-danceable";"Cough Syrup";"Young the Giant";1;"medium slow";"not confident";"slightly confident"
"1uru26I2JKd2mQZt0MDCUe";72;"2018-10-19";"Electropop 2019";"pop";"electropop";0.404;0.531;1;-4.328;1;0.103;0.215;0.0;0.0521;0.321;164.848;214227;214;3.566666666;"Alright!";"young";"semi-danceable";"Empty Space";"James Arthur";1;"slow";"semi confident";"not confident"
"1UtGcsbiqHtzxaTe3OgvlG";52;"2012-01-01";"post teen pop";"pop";"post-teen pop";0.534;0.797;2;-5.444;1;0.145;0.00216;0.0;0.0575;0.72;179.981;182107;182;3.033333333;"Alright!";"old";"semi-danceable";"Not A Love Song";"Austin Moon";1;"medium fast";"not confident";"not confident"
"1UThkKR8w3WnA6lWCRhOJn";59;"2019-11-03";"K-Party Dance Mix";"pop";"dance pop";0.658;0.87;2;-2.373;1;0.0626;0.177;0.0;0.36;0.422;89.994;200465;200;3.333333333;"Alright!";"young";"semi-danceable";"DRIP";"HINAPIA";1;"medium fast";"slightly confident";"semi confident"
"1uuUnsWpJwqBh5GRQ8uxla";53;"2018-06-01";"Dance Pop Hits";"pop";"dance pop";0.684;0.823;0;-4.881;1;0.0296;0.00576;7.42e-06;0.201;0.384;117.993;216000;216;3.6;"Alright!";"young";"semi-danceable";"Happier - Ti�sto�s AFTR:HRS Remix";"Ed Sheeran";1;"medium fast";"not confident";"confident"
"1uWqDjZATn502optPrBt4S";2;"2016-04-29";"ELECTROPOP";"pop";"electropop";0.389;0.915;6;-3.261;1;0.0456;0.000752;0.0133;0.122;0.0943;127.984;215307;215;3.583333333;"Trash";"young";"couch-worthy";"Faded - Dash Berlin Remix";"Alan Walker";1;"fast";"not confident";"slightly confident"
